datetime,RADIACAO_GLOBAL,RADIACAO_GLOBAL_IMPUTADA,dayofyear,hour
2019-12-17 05:00:00,0.0,0.0,351,5
2019-12-17 06:00:00,0.0,0.0,351,6
2019-12-17 07:00:00,0.0,0.0,351,7
2019-12-17 08:00:00,0.0,0.0,351,8
2019-12-17 09:00:00,0.0,0.0,351,9
2019-12-17 10:00:00,0.0,0.0,351,10
2019-12-17 11:00:00,0.0,0.0,351,11
2019-12-17 12:00:00,1914.0,1914.0,351,12
2019-12-17 13:00:00,0.0,0.0,351,13
2019-12-17 14:00:00,0.0,0.0,351,14
2019-12-17 15:00:00,0.0,3080.0,351,15
2019-12-17 16:00:00,0.0,0.0,351,16
2019-12-17 17:00:00,0.0,1599.0,351,17
2019-12-17 18:00:00,0.0,0.0,351,18
2019-12-17 19:00:00,0.0,1072.0,351,19
2019-12-17 20:00:00,0.0,0.0,351,20
2019-12-17 21:00:00,0.0,383.0,351,21
2019-12-17 22:00:00,0.0,0.0,351,22
2019-12-17 23:00:00,0.0,0.0,351,23
2019-12-18 00:00:00,0.0,0.0,352,0
2019-12-18 01:00:00,0.0,0.0,352,1
2019-12-18 02:00:00,0.0,0.0,352,2
2019-12-18 03:00:00,0.0,0.0,352,3
2019-12-18 04:00:00,0.0,0.0,352,4
2019-12-18 05:00:00,0.0,0.0,352,5
2019-12-18 06:00:00,0.0,0.0,352,6
2019-12-18 07:00:00,0.0,0.0,352,7
2019-12-18 08:00:00,0.0,0.0,352,8
2019-12-18 09:00:00,0.0,0.0,352,9
2019-12-18 10:00:00,0.0,0.0,352,10
2019-12-18 11:00:00,0.0,0.0,352,11
2019-12-18 12:00:00,0.0,0.0,352,12
2019-12-18 13:00:00,0.0,0.0,352,13
2019-12-18 14:00:00,0.0,2056.0,352,14
2019-12-18 15:00:00,0.0,0.0,352,15
2019-12-18 16:00:00,0.0,3114.0,352,16
2019-12-18 17:00:00,0.0,0.0,352,17
2019-12-18 18:00:00,0.0,0.0,352,18
2019-12-18 19:00:00,0.0,553.5,352,19
2019-12-18 20:00:00,0.0,0.0,352,20
2019-12-18 21:00:00,0.0,0.0,352,21
2019-12-18 22:00:00,0.0,23.0,352,22
2019-12-18 23:00:00,0.0,0.0,352,23
2019-12-19 00:00:00,0.0,0.0,353,0
2019-12-19 01:00:00,0.0,0.0,353,1
2019-12-19 02:00:00,0.0,0.0,353,2
2019-12-19 03:00:00,0.0,0.0,353,3
2019-12-19 04:00:00,0.0,0.0,353,4
2019-12-19 05:00:00,0.0,0.0,353,5
2019-12-19 06:00:00,0.0,0.0,353,6
2019-12-19 07:00:00,0.0,0.0,353,7
2019-12-19 08:00:00,0.0,0.0,353,8
2019-12-19 09:00:00,0.0,0.0,353,9
2019-12-19 10:00:00,0.0,0.0,353,10
2019-12-19 11:00:00,0.0,0.0,353,11
2019-12-19 12:00:00,0.0,1074.0,353,12
2019-12-19 13:00:00,0.0,0.0,353,13
2019-12-19 14:00:00,0.0,0.0,353,14
2019-12-19 15:00:00,0.0,2943.0,353,15
2019-12-19 16:00:00,0.0,3565.0,353,16
2019-12-19 17:00:00,0.0,2464.5,353,17
2019-12-19 18:00:00,0.0,0.0,353,18
2019-12-19 19:00:00,0.0,0.0,353,19
2019-12-19 20:00:00,0.0,352.0,353,20
2019-12-19 21:00:00,0.0,0.0,353,21
2019-12-19 22:00:00,0.0,0.0,353,22
2019-12-19 23:00:00,0.0,0.0,353,23
2019-12-20 00:00:00,0.0,0.0,354,0
2019-12-20 01:00:00,0.0,0.0,354,1
2019-12-20 02:00:00,0.0,0.0,354,2
2019-12-20 03:00:00,0.0,0.0,354,3
2019-12-20 04:00:00,0.0,0.0,354,4
2019-12-20 05:00:00,0.0,0.0,354,5
2019-12-20 06:00:00,0.0,0.0,354,6
2019-12-20 07:00:00,0.0,0.0,354,7
2019-12-20 08:00:00,0.0,0.0,354,8
2019-12-20 09:00:00,0.0,0.0,354,9
2019-12-20 10:00:00,0.0,346.0,354,10
2019-12-20 11:00:00,0.0,0.0,354,11
2019-12-20 12:00:00,0.0,0.0,354,12
2019-12-20 13:00:00,0.0,0.0,354,13
2019-12-20 14:00:00,0.0,0.0,354,14
2019-12-20 15:00:00,0.0,3488.0,354,15
2019-12-20 16:00:00,0.0,277.0,354,16
2019-12-20 17:00:00,0.0,0.0,354,17
2019-12-20 18:00:00,0.0,0.0,354,18
2019-12-20 19:00:00,0.0,0.0,354,19
2019-12-20 20:00:00,0.0,561.0,354,20
2019-12-20 21:00:00,0.0,0.0,354,21
2019-12-20 22:00:00,0.0,0.0,354,22
2019-12-20 23:00:00,0.0,0.0,354,23
2019-12-21 00:00:00,0.0,0.0,355,0
2019-12-21 01:00:00,0.0,0.0,355,1
2019-12-21 02:00:00,0.0,0.0,355,2
2019-12-21 03:00:00,0.0,0.0,355,3
2019-12-21 04:00:00,0.0,0.0,355,4
2019-12-21 05:00:00,0.0,0.0,355,5
2019-12-21 06:00:00,0.0,0.0,355,6
2019-12-21 07:00:00,0.0,0.0,355,7
2019-12-21 08:00:00,0.0,0.0,355,8
2019-12-21 09:00:00,0.0,0.0,355,9
2019-12-21 10:00:00,0.0,0.0,355,10
2019-12-21 11:00:00,0.0,1235.0,355,11
2019-12-21 12:00:00,0.0,2057.5,355,12
2019-12-21 13:00:00,0.0,0.0,355,13
2019-12-21 14:00:00,0.0,0.0,355,14
2019-12-21 15:00:00,0.0,0.0,355,15
2019-12-21 16:00:00,0.0,0.0,355,16
2019-12-21 17:00:00,0.0,0.0,355,17
2019-12-21 18:00:00,0.0,0.0,355,18
2019-12-21 19:00:00,0.0,1048.0,355,19
2019-12-21 20:00:00,0.0,0.0,355,20
2019-12-21 21:00:00,0.0,1138.0,355,21
2019-12-21 22:00:00,0.0,0.0,355,22
2019-12-21 23:00:00,0.0,0.0,355,23
2019-12-22 00:00:00,0.0,0.0,356,0
2019-12-22 01:00:00,0.0,0.0,356,1
2019-12-22 02:00:00,0.0,0.0,356,2
2019-12-22 03:00:00,0.0,0.0,356,3
2019-12-22 04:00:00,0.0,0.0,356,4
2019-12-22 05:00:00,0.0,0.0,356,5
2019-12-22 06:00:00,0.0,0.0,356,6
2019-12-22 07:00:00,0.0,0.0,356,7
2019-12-22 08:00:00,0.0,0.0,356,8
2019-12-22 09:00:00,0.0,0.0,356,9
2019-12-22 10:00:00,0.0,351.0,356,10
2019-12-22 11:00:00,0.0,892.0,356,11
2019-12-22 12:00:00,0.0,0.0,356,12
2019-12-22 13:00:00,0.0,0.0,356,13
2019-12-22 14:00:00,0.0,3387.0,356,14
2019-12-22 15:00:00,0.0,2698.0,356,15
2019-12-22 16:00:00,0.0,2678.0,356,16
2019-12-22 17:00:00,0.0,0.0,356,17
2019-12-22 18:00:00,0.0,0.0,356,18
2019-12-22 19:00:00,0.0,0.0,356,19
2019-12-22 20:00:00,0.0,0.0,356,20
2019-12-22 21:00:00,0.0,395.0,356,21
2019-12-22 22:00:00,0.0,0.0,356,22
2019-12-22 23:00:00,0.0,4.0,356,23
2019-12-23 00:00:00,0.0,0.0,357,0
2019-12-23 01:00:00,0.0,0.0,357,1
2019-12-23 02:00:00,0.0,0.0,357,2
2019-12-23 03:00:00,0.0,0.0,357,3
2019-12-23 04:00:00,0.0,0.0,357,4
2019-12-23 05:00:00,0.0,0.0,357,5
2019-12-23 06:00:00,0.0,0.0,357,6
2019-12-23 07:00:00,0.0,0.0,357,7
2019-12-23 08:00:00,0.0,0.0,357,8
2019-12-23 09:00:00,0.0,0.0,357,9
2019-12-23 10:00:00,0.0,0.0,357,10
2019-12-23 11:00:00,0.0,0.0,357,11
2019-12-23 12:00:00,0.0,0.0,357,12
2019-12-23 13:00:00,0.0,0.0,357,13
2019-12-23 14:00:00,0.0,0.0,357,14
2019-12-23 15:00:00,0.0,2890.0,357,15
2019-12-23 16:00:00,0.0,3284.0,357,16
2019-12-23 17:00:00,0.0,0.0,357,17
2019-12-23 18:00:00,0.0,3000.0,357,18
2019-12-23 19:00:00,0.0,0.0,357,19
2019-12-23 20:00:00,0.0,0.0,357,20
2019-12-23 21:00:00,0.0,0.0,357,21
2019-12-23 22:00:00,0.0,0.0,357,22
2019-12-23 23:00:00,0.0,0.0,357,23
2019-12-24 00:00:00,0.0,0.0,358,0
2019-12-24 01:00:00,0.0,0.0,358,1
2019-12-24 02:00:00,0.0,0.0,358,2
2019-12-24 03:00:00,0.0,0.0,358,3
2019-12-24 04:00:00,0.0,0.0,358,4
2019-12-24 05:00:00,0.0,0.0,358,5
2019-12-24 06:00:00,0.0,0.0,358,6
2019-12-24 07:00:00,0.0,0.0,358,7
2019-12-24 08:00:00,0.0,0.0,358,8
2019-12-24 09:00:00,0.0,0.0,358,9
2019-12-24 10:00:00,0.0,0.0,358,10
2019-12-24 11:00:00,0.0,0.0,358,11
2019-12-24 12:00:00,0.0,0.0,358,12
2019-12-24 13:00:00,0.0,2007.0,358,13
2019-12-24 14:00:00,0.0,3109.0,358,14
2019-12-24 15:00:00,0.0,0.0,358,15
2019-12-24 16:00:00,0.0,0.0,358,16
2019-12-24 17:00:00,3200.0,3200.0,358,17
2019-12-24 18:00:00,0.0,0.0,358,18
2019-12-24 19:00:00,0.0,0.0,358,19
2019-12-24 20:00:00,0.0,1371.0,358,20
2019-12-24 21:00:00,0.0,603.0,358,21
2019-12-24 22:00:00,208.0,208.0,358,22
2019-12-24 23:00:00,0.0,0.0,358,23
2019-12-25 00:00:00,0.0,0.0,359,0
2019-12-25 01:00:00,0.0,0.0,359,1
2019-12-25 02:00:00,0.0,0.0,359,2
2019-12-25 03:00:00,0.0,0.0,359,3
2019-12-25 04:00:00,0.0,0.0,359,4
2019-12-25 05:00:00,0.0,0.0,359,5
2019-12-25 06:00:00,0.0,0.0,359,6
2019-12-25 07:00:00,0.0,0.0,359,7
2019-12-25 08:00:00,0.0,0.0,359,8
2019-12-25 09:00:00,0.0,0.0,359,9
2019-12-25 10:00:00,0.0,0.0,359,10
2019-12-25 11:00:00,0.0,0.0,359,11
2019-12-25 12:00:00,0.0,0.0,359,12
2019-12-25 13:00:00,0.0,0.0,359,13
2019-12-25 14:00:00,3304.0,3304.0,359,14
2019-12-25 15:00:00,0.0,2385.0,359,15
2019-12-25 16:00:00,0.0,3761.0,359,16
2019-12-25 17:00:00,0.0,0.0,359,17
2019-12-25 18:00:00,3359.0,3359.0,359,18
2019-12-25 19:00:00,2494.0,2494.0,359,19
2019-12-25 20:00:00,0.0,1689.0,359,20
2019-12-25 21:00:00,0.0,841.0,359,21
2019-12-25 22:00:00,0.0,0.0,359,22
2019-12-25 23:00:00,0.0,0.0,359,23
2019-12-26 00:00:00,0.0,0.0,360,0
2019-12-26 01:00:00,0.0,0.0,360,1
2019-12-26 02:00:00,0.0,0.0,360,2
2019-12-26 03:00:00,0.0,0.0,360,3
2019-12-26 04:00:00,0.0,0.0,360,4
2019-12-26 05:00:00,0.0,0.0,360,5
2019-12-26 06:00:00,0.0,0.0,360,6
2019-12-26 07:00:00,0.0,0.0,360,7
2019-12-26 08:00:00,0.0,0.0,360,8
2019-12-26 09:00:00,0.0,0.0,360,9
2019-12-26 10:00:00,0.0,0.0,360,10
2019-12-26 11:00:00,0.0,0.0,360,11
2019-12-26 12:00:00,0.0,0.0,360,12
2019-12-26 13:00:00,0.0,0.0,360,13
2019-12-26 14:00:00,3273.0,3273.0,360,14
2019-12-26 15:00:00,0.0,0.0,360,15
2019-12-26 16:00:00,0.0,0.0,360,16
2019-12-26 17:00:00,0.0,0.0,360,17
2019-12-26 18:00:00,0.0,0.0,360,18
2019-12-26 19:00:00,0.0,0.0,360,19
2019-12-26 20:00:00,0.0,0.0,360,20
2019-12-26 21:00:00,0.0,0.0,360,21
2019-12-26 22:00:00,248.0,248.0,360,22
2019-12-26 23:00:00,0.0,0.0,360,23
2019-12-27 00:00:00,0.0,0.0,361,0
2019-12-27 01:00:00,0.0,0.0,361,1
2019-12-27 02:00:00,0.0,0.0,361,2
2019-12-27 03:00:00,0.0,0.0,361,3
2019-12-27 04:00:00,0.0,0.0,361,4
2019-12-27 05:00:00,0.0,0.0,361,5
2019-12-27 06:00:00,0.0,0.0,361,6
2019-12-27 07:00:00,0.0,0.0,361,7
2019-12-27 08:00:00,0.0,0.0,361,8
2019-12-27 09:00:00,0.0,6.0,361,9
2019-12-27 10:00:00,346.0,346.0,361,10
2019-12-27 11:00:00,0.0,0.0,361,11
2019-12-27 12:00:00,0.0,0.0,361,12
2019-12-27 13:00:00,0.0,0.0,361,13
2019-12-27 14:00:00,0.0,2322.5,361,14
2019-12-27 15:00:00,0.0,0.0,361,15
2019-12-27 16:00:00,0.0,0.0,361,16
2019-12-27 17:00:00,0.0,0.0,361,17
2019-12-27 18:00:00,0.0,2242.0,361,18
2019-12-27 19:00:00,0.0,0.0,361,19
2019-12-27 20:00:00,0.0,0.0,361,20
2019-12-27 21:00:00,0.0,0.0,361,21
2019-12-27 22:00:00,0.0,0.0,361,22
2019-12-27 23:00:00,0.0,9.0,361,23
2019-12-28 00:00:00,0.0,0.0,362,0
2019-12-28 01:00:00,0.0,0.0,362,1
2019-12-28 02:00:00,0.0,0.0,362,2
2019-12-28 03:00:00,0.0,0.0,362,3
2019-12-28 04:00:00,0.0,0.0,362,4
2019-12-28 05:00:00,0.0,0.0,362,5
2019-12-28 06:00:00,0.0,0.0,362,6
2019-12-28 07:00:00,0.0,0.0,362,7
2019-12-28 08:00:00,0.0,0.0,362,8
2019-12-28 09:00:00,0.0,0.0,362,9
2019-12-28 10:00:00,0.0,0.0,362,10
2019-12-28 11:00:00,0.0,0.0,362,11
2019-12-28 12:00:00,0.0,0.0,362,12
2019-12-28 13:00:00,0.0,0.0,362,13
2019-12-28 14:00:00,0.0,3269.0,362,14
2019-12-28 15:00:00,0.0,3055.0,362,15
2019-12-28 16:00:00,0.0,0.0,362,16
2019-12-28 17:00:00,0.0,0.0,362,17
2019-12-28 18:00:00,2263.0,2263.0,362,18
2019-12-28 19:00:00,0.0,32.0,362,19
2019-12-28 20:00:00,0.0,0.0,362,20
2019-12-28 21:00:00,0.0,0.0,362,21
2019-12-28 22:00:00,0.0,0.0,362,22
2019-12-28 23:00:00,0.0,0.0,362,23
2019-12-29 00:00:00,0.0,0.0,363,0
2019-12-29 01:00:00,0.0,0.0,363,1
2019-12-29 02:00:00,0.0,0.0,363,2
2019-12-29 03:00:00,0.0,0.0,363,3
2019-12-29 04:00:00,0.0,0.0,363,4
2019-12-29 05:00:00,0.0,0.0,363,5
2019-12-29 06:00:00,0.0,0.0,363,6
2019-12-29 07:00:00,0.0,0.0,363,7
2019-12-29 08:00:00,0.0,0.0,363,8
2019-12-29 09:00:00,0.0,0.0,363,9
2019-12-29 10:00:00,0.0,206.0,363,10
2019-12-29 11:00:00,0.0,0.0,363,11
2019-12-29 12:00:00,0.0,0.0,363,12
2019-12-29 13:00:00,0.0,0.0,363,13
2019-12-29 14:00:00,0.0,3281.0,363,14
2019-12-29 15:00:00,0.0,0.0,363,15
2019-12-29 16:00:00,0.0,0.0,363,16
2019-12-29 17:00:00,0.0,0.0,363,17
2019-12-29 18:00:00,0.0,2721.0,363,18
2019-12-29 19:00:00,0.0,1308.0,363,19
2019-12-29 20:00:00,0.0,1464.0,363,20
2019-12-29 21:00:00,1129.0,1129.0,363,21
2019-12-29 22:00:00,353.0,353.0,363,22
2019-12-29 23:00:00,0.0,0.0,363,23
2019-12-30 00:00:00,0.0,0.0,364,0
2019-12-30 01:00:00,0.0,0.0,364,1
2019-12-30 02:00:00,0.0,0.0,364,2
2019-12-30 03:00:00,0.0,0.0,364,3
2019-12-30 04:00:00,0.0,0.0,364,4
2019-12-30 05:00:00,0.0,0.0,364,5
2019-12-30 06:00:00,0.0,0.0,364,6
2019-12-30 07:00:00,0.0,0.0,364,7
2019-12-30 08:00:00,0.0,0.0,364,8
2019-12-30 09:00:00,0.0,0.0,364,9
2019-12-30 10:00:00,316.0,316.0,364,10
2019-12-30 11:00:00,0.0,0.0,364,11
2019-12-30 12:00:00,0.0,1649.0,364,12
2019-12-30 13:00:00,0.0,0.0,364,13
2019-12-30 14:00:00,0.0,0.0,364,14
2019-12-30 15:00:00,0.0,0.0,364,15
2019-12-30 16:00:00,0.0,3569.0,364,16
2019-12-30 17:00:00,0.0,0.0,364,17
2019-12-30 18:00:00,0.0,0.0,364,18
2019-12-30 19:00:00,0.0,0.0,364,19
2019-12-30 20:00:00,0.0,0.0,364,20
2019-12-30 21:00:00,0.0,0.0,364,21
2019-12-30 22:00:00,0.0,100.0,364,22
2019-12-30 23:00:00,0.0,0.0,364,23
2019-12-31 00:00:00,0.0,0.0,365,0
2019-12-31 01:00:00,0.0,0.0,365,1
2019-12-31 02:00:00,0.0,0.0,365,2
2019-12-31 03:00:00,0.0,0.0,365,3
2019-12-31 04:00:00,0.0,0.0,365,4
2019-12-31 05:00:00,0.0,0.0,365,5
2019-12-31 06:00:00,0.0,0.0,365,6
2019-12-31 07:00:00,0.0,0.0,365,7
2019-12-31 08:00:00,0.0,0.0,365,8
2019-12-31 09:00:00,0.0,0.0,365,9
2019-12-31 10:00:00,0.0,0.0,365,10
2019-12-31 11:00:00,0.0,1656.0,365,11
2019-12-31 12:00:00,0.0,0.0,365,12
2019-12-31 13:00:00,0.0,0.0,365,13
2019-12-31 14:00:00,0.0,0.0,365,14
2019-12-31 15:00:00,0.0,0.0,365,15
2019-12-31 16:00:00,3579.0,3579.0,365,16
2019-12-31 17:00:00,0.0,0.0,365,17
2019-12-31 18:00:00,0.0,0.0,365,18
2019-12-31 19:00:00,0.0,0.0,365,19
2019-12-31 20:00:00,1220.0,1220.0,365,20
2019-12-31 21:00:00,0.0,0.0,365,21
2019-12-31 22:00:00,0.0,195.0,365,22
2019-12-31 23:00:00,0.0,0.0,365,23
2020-01-01 00:00:00,0.0,0.0,1,0
2020-01-01 01:00:00,0.0,0.0,1,1
2020-01-01 02:00:00,0.0,0.0,1,2
2020-01-01 03:00:00,0.0,0.0,1,3
2020-01-01 04:00:00,0.0,0.0,1,4
2020-01-01 05:00:00,0.0,0.0,1,5
2020-01-01 06:00:00,0.0,0.0,1,6
2020-01-01 07:00:00,0.0,0.0,1,7
2020-01-01 08:00:00,0.0,0.0,1,8
2020-01-01 09:00:00,0.0,0.0,1,9
2020-01-01 10:00:00,0.0,0.0,1,10
2020-01-01 11:00:00,0.0,0.0,1,11
2020-01-01 12:00:00,0.0,0.0,1,12
2020-01-01 13:00:00,0.0,2434.0,1,13
2020-01-01 14:00:00,0.0,2723.0,1,14
2020-01-01 15:00:00,0.0,0.0,1,15
2020-01-01 16:00:00,0.0,0.0,1,16
2020-01-01 17:00:00,0.0,0.0,1,17
2020-01-01 18:00:00,0.0,0.0,1,18
2020-01-01 19:00:00,0.0,0.0,1,19
2020-01-01 20:00:00,0.0,0.0,1,20
2020-01-01 21:00:00,0.0,0.0,1,21
2020-01-01 22:00:00,0.0,0.0,1,22
2020-01-01 23:00:00,0.0,0.0,1,23
2020-01-02 00:00:00,0.0,0.0,2,0
2020-01-02 01:00:00,0.0,0.0,2,1
2020-01-02 02:00:00,0.0,0.0,2,2
2020-01-02 03:00:00,0.0,0.0,2,3
2020-01-02 04:00:00,0.0,0.0,2,4
2020-01-02 05:00:00,0.0,0.0,2,5
2020-01-02 06:00:00,0.0,0.0,2,6
2020-01-02 07:00:00,0.0,0.0,2,7
2020-01-02 08:00:00,0.0,0.0,2,8
2020-01-02 09:00:00,0.0,3.0,2,9
2020-01-02 10:00:00,0.0,0.0,2,10
2020-01-02 11:00:00,0.0,0.0,2,11
2020-01-02 12:00:00,0.0,0.0,2,12
2020-01-02 13:00:00,0.0,0.0,2,13
2020-01-02 14:00:00,0.0,0.0,2,14
2020-01-02 15:00:00,0.0,0.0,2,15
2020-01-02 16:00:00,0.0,0.0,2,16
2020-01-02 17:00:00,2779.0,2779.0,2,17
2020-01-02 18:00:00,0.0,0.0,2,18
2020-01-02 19:00:00,0.0,2510.0,2,19
2020-01-02 20:00:00,0.0,21.0,2,20
2020-01-02 21:00:00,0.0,0.0,2,21
2020-01-02 22:00:00,212.0,212.0,2,22
2020-01-02 23:00:00,0.0,0.0,2,23
2020-01-03 00:00:00,0.0,0.0,3,0
2020-01-03 01:00:00,0.0,0.0,3,1
2020-01-03 02:00:00,0.0,0.0,3,2
2020-01-03 03:00:00,0.0,0.0,3,3
2020-01-03 04:00:00,0.0,0.0,3,4
2020-01-03 05:00:00,0.0,0.0,3,5
2020-01-03 06:00:00,0.0,0.0,3,6
2020-01-03 07:00:00,0.0,0.0,3,7
2020-01-03 08:00:00,0.0,0.0,3,8
2020-01-03 09:00:00,0.0,0.0,3,9
2020-01-03 10:00:00,0.0,142.0,3,10
2020-01-03 11:00:00,0.0,1496.0,3,11
2020-01-03 12:00:00,0.0,2008.0,3,12
2020-01-03 13:00:00,0.0,0.0,3,13
2020-01-03 14:00:00,0.0,1980.0,3,14
2020-01-03 15:00:00,0.0,1997.0,3,15
2020-01-03 16:00:00,0.0,0.0,3,16
2020-01-03 17:00:00,0.0,0.0,3,17
2020-01-03 18:00:00,0.0,0.0,3,18
2020-01-03 19:00:00,0.0,0.0,3,19
2020-01-03 20:00:00,0.0,0.0,3,20
2020-01-03 21:00:00,0.0,0.0,3,21
2020-01-03 22:00:00,0.0,0.0,3,22
2020-01-03 23:00:00,0.0,0.0,3,23
2020-01-04 00:00:00,0.0,0.0,4,0
2020-01-04 01:00:00,0.0,0.0,4,1
2020-01-04 02:00:00,0.0,0.0,4,2
2020-01-04 03:00:00,0.0,0.0,4,3
2020-01-04 04:00:00,0.0,0.0,4,4
2020-01-04 05:00:00,0.0,0.0,4,5
2020-01-04 06:00:00,0.0,0.0,4,6
2020-01-04 07:00:00,0.0,0.0,4,7
2020-01-04 08:00:00,0.0,0.0,4,8
2020-01-04 09:00:00,0.0,0.0,4,9
2020-01-04 10:00:00,0.0,0.0,4,10
2020-01-04 11:00:00,0.0,0.0,4,11
2020-01-04 12:00:00,1883.0,1883.0,4,12
2020-01-04 13:00:00,0.0,705.0,4,13
2020-01-04 14:00:00,0.0,0.0,4,14
2020-01-04 15:00:00,0.0,0.0,4,15
2020-01-04 16:00:00,0.0,0.0,4,16
2020-01-04 17:00:00,0.0,0.0,4,17
2020-01-04 18:00:00,2754.0,2754.0,4,18
2020-01-04 19:00:00,0.0,2091.0,4,19
2020-01-04 20:00:00,541.0,541.0,4,20
2020-01-04 21:00:00,0.0,494.0,4,21
2020-01-04 22:00:00,0.0,101.0,4,22
2020-01-04 23:00:00,0.0,4.0,4,23
2020-01-05 00:00:00,0.0,0.0,5,0
2020-01-05 01:00:00,0.0,0.0,5,1
2020-01-05 02:00:00,0.0,0.0,5,2
2020-01-05 03:00:00,0.0,1.0,5,3
2020-01-05 04:00:00,0.0,0.0,5,4
2020-01-05 05:00:00,0.0,0.0,5,5
2020-01-05 06:00:00,0.0,0.0,5,6
2020-01-05 07:00:00,0.0,0.0,5,7
2020-01-05 08:00:00,0.0,0.0,5,8
2020-01-05 09:00:00,0.0,0.0,5,9
2020-01-05 10:00:00,0.0,0.0,5,10
2020-01-05 11:00:00,0.0,0.0,5,11
2020-01-05 12:00:00,0.0,816.0,5,12
2020-01-05 13:00:00,0.0,0.0,5,13
2020-01-05 14:00:00,0.0,0.0,5,14
2020-01-05 15:00:00,0.0,3603.0,5,15
2020-01-05 16:00:00,0.0,0.0,5,16
2020-01-05 17:00:00,0.0,0.0,5,17
2020-01-05 18:00:00,0.0,1249.0,5,18
2020-01-05 19:00:00,1659.0,1659.0,5,19
2020-01-05 20:00:00,0.0,1243.0,5,20
2020-01-05 21:00:00,0.0,0.0,5,21
2020-01-05 22:00:00,0.0,0.0,5,22
2020-01-05 23:00:00,0.0,0.0,5,23
2020-01-06 00:00:00,0.0,0.0,6,0
2020-01-06 01:00:00,0.0,0.0,6,1
2020-01-06 02:00:00,0.0,0.0,6,2
2020-01-06 03:00:00,0.0,0.0,6,3
2020-01-06 04:00:00,0.0,0.0,6,4
2020-01-06 05:00:00,0.0,0.0,6,5
2020-01-06 06:00:00,0.0,0.0,6,6
2020-01-06 07:00:00,0.0,0.0,6,7
2020-01-06 08:00:00,0.0,0.0,6,8
2020-01-06 09:00:00,0.0,0.0,6,9
2020-01-06 10:00:00,338.0,338.0,6,10
2020-01-06 11:00:00,0.0,0.0,6,11
2020-01-06 12:00:00,1947.0,1947.0,6,12
2020-01-06 13:00:00,0.0,1274.0,6,13
2020-01-06 14:00:00,0.0,0.0,6,14
2020-01-06 15:00:00,0.0,0.0,6,15
2020-01-06 16:00:00,0.0,0.0,6,16
2020-01-06 17:00:00,0.0,0.0,6,17
2020-01-06 18:00:00,0.0,0.0,6,18
2020-01-06 19:00:00,0.0,0.0,6,19
2020-01-06 20:00:00,0.0,919.0,6,20
2020-01-06 21:00:00,0.0,0.0,6,21
2020-01-06 22:00:00,115.0,115.0,6,22
2020-01-06 23:00:00,0.0,0.0,6,23
2020-01-07 00:00:00,0.0,0.0,7,0
2020-01-07 01:00:00,0.0,0.0,7,1
2020-01-07 02:00:00,0.0,0.0,7,2
2020-01-07 03:00:00,0.0,0.0,7,3
2020-01-07 04:00:00,0.0,0.0,7,4
2020-01-07 05:00:00,0.0,0.0,7,5
2020-01-07 06:00:00,0.0,0.0,7,6
2020-01-07 07:00:00,0.0,0.0,7,7
2020-01-07 08:00:00,0.0,0.0,7,8
2020-01-07 09:00:00,0.0,0.0,7,9
2020-01-07 10:00:00,0.0,0.0,7,10
2020-01-07 11:00:00,0.0,0.0,7,11
2020-01-07 12:00:00,0.0,0.0,7,12
2020-01-07 13:00:00,0.0,0.0,7,13
2020-01-07 14:00:00,0.0,0.0,7,14
2020-01-07 15:00:00,0.0,2780.0,7,15
2020-01-07 16:00:00,0.0,2729.0,7,16
2020-01-07 17:00:00,0.0,3450.0,7,17
2020-01-07 18:00:00,0.0,0.0,7,18
2020-01-07 19:00:00,0.0,0.0,7,19
2020-01-07 20:00:00,0.0,0.0,7,20
2020-01-07 21:00:00,0.0,0.0,7,21
2020-01-07 22:00:00,0.0,0.0,7,22
2020-01-07 23:00:00,0.0,0.0,7,23
2020-01-08 00:00:00,0.0,0.0,8,0
2020-01-08 01:00:00,0.0,0.0,8,1
2020-01-08 02:00:00,0.0,0.0,8,2
2020-01-08 03:00:00,0.0,0.0,8,3
2020-01-08 04:00:00,0.0,0.0,8,4
2020-01-08 05:00:00,0.0,0.0,8,5
2020-01-08 06:00:00,0.0,0.0,8,6
2020-01-08 07:00:00,0.0,0.0,8,7
2020-01-08 08:00:00,0.0,0.0,8,8
2020-01-08 09:00:00,0.0,0.0,8,9
2020-01-08 10:00:00,417.0,417.0,8,10
2020-01-08 11:00:00,0.0,0.0,8,11
2020-01-08 12:00:00,0.0,0.0,8,12
2020-01-08 13:00:00,1600.0,1600.0,8,13
2020-01-08 14:00:00,0.0,3080.0,8,14
2020-01-08 15:00:00,0.0,0.0,8,15
2020-01-08 16:00:00,0.0,0.0,8,16
2020-01-08 17:00:00,0.0,0.0,8,17
2020-01-08 18:00:00,0.0,0.0,8,18
2020-01-08 19:00:00,0.0,0.0,8,19
2020-01-08 20:00:00,0.0,1456.0,8,20
2020-01-08 21:00:00,0.0,0.0,8,21
2020-01-08 22:00:00,0.0,117.0,8,22
2020-01-08 23:00:00,0.0,0.0,8,23
2020-01-09 00:00:00,0.0,0.0,9,0
2020-01-09 01:00:00,0.0,0.0,9,1
2020-01-09 02:00:00,0.0,0.0,9,2
2020-01-09 03:00:00,0.0,0.0,9,3
2020-01-09 04:00:00,0.0,0.0,9,4
2020-01-09 05:00:00,0.0,0.0,9,5
2020-01-09 06:00:00,0.0,0.0,9,6
